STATION,NAME,DATE,PRCP,TMAX,TMIN
USC00414375,"HUNT 10 W, TX US",03-01-01,0.06,39,33
USC00414375,"HUNT 10 W, TX US",03-02-01,0.01,48,34
USC00414375,"HUNT 10 W, TX US",03-03-01,0.59,55,43
USC00414375,"HUNT 10 W, TX US",03-04-01,0.72,55,39
USC00414375,"HUNT 10 W, TX US",03-05-01,0,62,30
USC00414375,"HUNT 10 W, TX US",03-06-01,0,69,33
USC00414375,"HUNT 10 W, TX US",03-07-01,0,63,36
USC00414375,"HUNT 10 W, TX US",03-08-01,0,64,37
USC00414375,"HUNT 10 W, TX US",03-09-01,0.15,66,46
USC00414375,"HUNT 10 W, TX US",03-10-01,0,57,36
USC00414375,"HUNT 10 W, TX US",03-11-01,0,62,47
USC00414375,"HUNT 10 W, TX US",03-12-01,0.37,72,42
USC00414375,"HUNT 10 W, TX US",03-13-01,0,72,35
USC00414375,"HUNT 10 W, TX US",03-14-01,0.07,71,45
USC00414375,"HUNT 10 W, TX US",03-15-01,0,,
USC00414375,"HUNT 10 W, TX US",03-16-01,0,,
USC00414375,"HUNT 10 W, TX US",03-17-01,0,,
USC00414375,"HUNT 10 W, TX US",03-18-01,0.07,69,34
USC00414375,"HUNT 10 W, TX US",03-19-01,0.27,45,35
USC00414375,"HUNT 10 W, TX US",03-20-01,0,56,28
USC00414375,"HUNT 10 W, TX US",03-21-01,0,67,33
USC00414375,"HUNT 10 W, TX US",03-22-01,0,74,36
USC00414375,"HUNT 10 W, TX US",03-23-01,0,78,44
USC00414375,"HUNT 10 W, TX US",03-24-01,0,,
USC00414375,"HUNT 10 W, TX US",03-25-01,0,74,43
USC00414375,"HUNT 10 W, TX US",03-26-01,0,61,45
USC00414375,"HUNT 10 W, TX US",03-27-01,0.1,52,44
USC00414375,"HUNT 10 W, TX US",03-28-01,0.11,47,40
USC00414375,"HUNT 10 W, TX US",03-29-01,0,52,41
USC00414375,"HUNT 10 W, TX US",03-30-01,0,64,45
USC00414375,"HUNT 10 W, TX US",03-31-01,0,65,45
USC00414375,"HUNT 10 W, TX US",04-01-01,0,68,46
USC00414375,"HUNT 10 W, TX US",04-02-01,0,67,58
USC00414375,"HUNT 10 W, TX US",04-03-01,0,72,62
USC00414375,"HUNT 10 W, TX US",04-04-01,0,75,58
USC00414375,"HUNT 10 W, TX US",04-05-01,0,76,68
USC00414375,"HUNT 10 W, TX US",04-06-01,0,77,66
USC00414375,"HUNT 10 W, TX US",04-07-01,0,76,66
USC00414375,"HUNT 10 W, TX US",04-08-01,0,72,61
USC00414375,"HUNT 10 W, TX US",04-09-01,0,82,64
USC00414375,"HUNT 10 W, TX US",04-10-01,0,80,66
USC00414375,"HUNT 10 W, TX US",04-11-01,0.15,80,54
USC00414375,"HUNT 10 W, TX US",04-12-01,0,76,52
USC00414375,"HUNT 10 W, TX US",04-13-01,0,78,57
USC00414375,"HUNT 10 W, TX US",04-14-01,0,,
USC00414375,"HUNT 10 W, TX US",04-15-01,0,,
USC00414375,"HUNT 10 W, TX US",04-16-01,0.63,89,62
USC00414375,"HUNT 10 W, TX US",04-17-01,0,79,53
USC00414375,"HUNT 10 W, TX US",04-18-01,0,53,45
USC00414375,"HUNT 10 W, TX US",04-19-01,0,66,47
USC00414375,"HUNT 10 W, TX US",04-20-01,0,68,57
USC00414375,"HUNT 10 W, TX US",04-21-01,0,,
USC00414375,"HUNT 10 W, TX US",04-22-01,0,,
USC00414375,"HUNT 10 W, TX US",04-23-01,1.02,81,58
USC00414375,"HUNT 10 W, TX US",04-24-01,0,61,55
USC00414375,"HUNT 10 W, TX US",04-25-01,0,,
USC00414375,"HUNT 10 W, TX US",04-26-01,0,,
USC00414375,"HUNT 10 W, TX US",04-27-01,0,75,36
USC00414375,"HUNT 10 W, TX US",04-28-01,0,75,42
USC00414375,"HUNT 10 W, TX US",04-29-01,0,75,49
USC00414375,"HUNT 10 W, TX US",04-30-01,0,77,54
USC00414375,"HUNT 10 W, TX US",05-01-01,0,71,59
USC00414375,"HUNT 10 W, TX US",05-02-01,0,78,62
USC00414375,"HUNT 10 W, TX US",05-03-01,0,82,65
USC00414375,"HUNT 10 W, TX US",05-04-01,0.42,74,63
USC00414375,"HUNT 10 W, TX US",05-05-01,1.17,,
USC00414375,"HUNT 10 W, TX US",05-06-01,0,,
USC00414375,"HUNT 10 W, TX US",05-07-01,0,82,55
USC00414375,"HUNT 10 W, TX US",05-08-01,0,80,62
USC00414375,"HUNT 10 W, TX US",05-09-01,0,79,54
USC00414375,"HUNT 10 W, TX US",05-10-01,0,80,55
USC00414375,"HUNT 10 W, TX US",05-11-01,0,79,61
USC00414375,"HUNT 10 W, TX US",05-12-01,0,79,59
USC00414375,"HUNT 10 W, TX US",05-13-01,0,,
USC00414375,"HUNT 10 W, TX US",05-14-01,0.25,77,56
USC00414375,"HUNT 10 W, TX US",05-15-01,0,80,58
USC00414375,"HUNT 10 W, TX US",05-16-01,0,84,65
USC00414375,"HUNT 10 W, TX US",05-17-01,0,,
USC00414375,"HUNT 10 W, TX US",05-18-01,0,88,67
USC00414375,"HUNT 10 W, TX US",05-19-01,0,,
USC00414375,"HUNT 10 W, TX US",05-20-01,0,,
USC00414375,"HUNT 10 W, TX US",05-21-01,0,,
USC00414375,"HUNT 10 W, TX US",05-22-01,0,91,43
USC00414375,"HUNT 10 W, TX US",05-23-01,0,80,47
USC00414375,"HUNT 10 W, TX US",05-24-01,0,85,58
USC00414375,"HUNT 10 W, TX US",05-25-01,0.04,92,64
USC00414375,"HUNT 10 W, TX US",05-26-01,0,85,64
USC00414375,"HUNT 10 W, TX US",05-27-01,0.04,86,69
USC00414375,"HUNT 10 W, TX US",05-28-01,0,91,70
USC00414375,"HUNT 10 W, TX US",05-29-01,0,88,68
USC00414375,"HUNT 10 W, TX US",05-30-01,0,88,68
USC00414375,"HUNT 10 W, TX US",05-31-01,0.3,84,64
USC00414375,"HUNT 10 W, TX US",06-01-01,0,89,64
USC00414375,"HUNT 10 W, TX US",06-02-01,0.32,90,67
USC00414375,"HUNT 10 W, TX US",06-03-01,0,90,71
USC00414375,"HUNT 10 W, TX US",06-04-01,0,91,70
USC00414375,"HUNT 10 W, TX US",06-05-01,0,89,71
USC00414375,"HUNT 10 W, TX US",06-06-01,0,89,64
USC00414375,"HUNT 10 W, TX US",06-07-01,0,92,66
USC00414375,"HUNT 10 W, TX US",06-08-01,0,88,67
USC00414375,"HUNT 10 W, TX US",06-09-01,0,87,68
USC00414375,"HUNT 10 W, TX US",06-10-01,0,89,60
USC00414375,"HUNT 10 W, TX US",06-11-01,0,93,64
USC00414375,"HUNT 10 W, TX US",06-12-01,0,94,66
USC00414375,"HUNT 10 W, TX US",06-13-01,0,95,74
USC00414375,"HUNT 10 W, TX US",06-14-01,0,93,76
USC00414375,"HUNT 10 W, TX US",06-15-01,0.08,90,67
USC00414375,"HUNT 10 W, TX US",06-16-01,0,90,66
USC00414375,"HUNT 10 W, TX US",06-17-01,0,92,69
USC00414375,"HUNT 10 W, TX US",06-18-01,0,91,65
USC00414375,"HUNT 10 W, TX US",06-19-01,0,90,67
USC00414375,"HUNT 10 W, TX US",06-20-01,0,89,67
USC00414375,"HUNT 10 W, TX US",06-21-01,0,90,66
USC00414375,"HUNT 10 W, TX US",06-22-01,0,94,71
USC00414375,"HUNT 10 W, TX US",06-23-01,0.1,85,67
USC00414375,"HUNT 10 W, TX US",06-24-01,0.15,92,69
USC00414375,"HUNT 10 W, TX US",06-25-01,0,91,68
USC00414375,"HUNT 10 W, TX US",06-26-01,0,89,70
USC00414375,"HUNT 10 W, TX US",06-27-01,0,90,70
USC00414375,"HUNT 10 W, TX US",06-28-01,0,92,69
USC00414375,"HUNT 10 W, TX US",06-29-01,0,91,69
USC00414375,"HUNT 10 W, TX US",06-30-01,0,92,71
USC00414375,"HUNT 10 W, TX US",07-01-01,0,96,72
USC00414375,"HUNT 10 W, TX US",07-02-01,0.1,81,70
USC00414375,"HUNT 10 W, TX US",07-03-01,0.01,81,64
USC00414375,"HUNT 10 W, TX US",07-04-01,0.03,88,61
USC00414375,"HUNT 10 W, TX US",07-05-01,0,90,64
USC00414375,"HUNT 10 W, TX US",07-06-01,0,92,70
USC00414375,"HUNT 10 W, TX US",07-07-01,0,94,70
USC00414375,"HUNT 10 W, TX US",07-08-01,0,93,71
USC00414375,"HUNT 10 W, TX US",07-09-01,0,93,69
USC00414375,"HUNT 10 W, TX US",07-10-01,0,96,71
USC00414375,"HUNT 10 W, TX US",07-11-01,0,97,68
USC00414375,"HUNT 10 W, TX US",07-12-01,0,97,71
USC00414375,"HUNT 10 W, TX US",07-13-01,0,97,72
USC00414375,"HUNT 10 W, TX US",07-14-01,0,,
USC00414375,"HUNT 10 W, TX US",07-15-01,0,,
USC00414375,"HUNT 10 W, TX US",07-16-01,0,100,70
USC00414375,"HUNT 10 W, TX US",07-17-01,0,97,74
USC00414375,"HUNT 10 W, TX US",07-18-01,0,93,73
USC00414375,"HUNT 10 W, TX US",07-19-01,0,95,74
USC00414375,"HUNT 10 W, TX US",07-20-01,0,96,74
USC00414375,"HUNT 10 W, TX US",07-21-01,0,,
USC00414375,"HUNT 10 W, TX US",07-22-01,0,98,69
USC00414375,"HUNT 10 W, TX US",07-23-01,0,100,67
USC00414375,"HUNT 10 W, TX US",07-24-01,0,99,67
USC00414375,"HUNT 10 W, TX US",07-25-01,0,96,72
USC00414375,"HUNT 10 W, TX US",07-26-01,0,96,71
USC00414375,"HUNT 10 W, TX US",07-27-01,0,96,71
USC00414375,"HUNT 10 W, TX US",07-28-01,0,95,74
USC00414375,"HUNT 10 W, TX US",07-29-01,0,,
USC00414375,"HUNT 10 W, TX US",07-30-01,0,98,74
USC00414375,"HUNT 10 W, TX US",07-31-01,0,95,72
USC00414375,"HUNT 10 W, TX US",08-01-01,0,94,73
USC00414375,"HUNT 10 W, TX US",08-02-01,0,96,71
USC00414375,"HUNT 10 W, TX US",08-03-01,0,96,66
USC00414375,"HUNT 10 W, TX US",08-04-01,0,,
USC00414375,"HUNT 10 W, TX US",08-05-01,0,94,61
USC00414375,"HUNT 10 W, TX US",08-06-01,0,98,67
USC00414375,"HUNT 10 W, TX US",08-07-01,0,99,67
USC00414375,"HUNT 10 W, TX US",08-08-01,0,91,71
USC00414375,"HUNT 10 W, TX US",08-09-01,0,93,69
USC00414375,"HUNT 10 W, TX US",08-10-01,0,,
USC00414375,"HUNT 10 W, TX US",08-11-01,0,,
USC00414375,"HUNT 10 W, TX US",08-12-01,0,96,72
USC00414375,"HUNT 10 W, TX US",08-13-01,0,96,73
USC00414375,"HUNT 10 W, TX US",08-14-01,0,98,73
USC00414375,"HUNT 10 W, TX US",08-15-01,0,95,67
USC00414375,"HUNT 10 W, TX US",08-16-01,0,99,67
USC00414375,"HUNT 10 W, TX US",08-17-01,0.58,96,67
USC00414375,"HUNT 10 W, TX US",08-18-01,0,94,71
USC00414375,"HUNT 10 W, TX US",08-19-01,1.07,,
USC00414375,"HUNT 10 W, TX US",08-20-01,0,97,68
USC00414375,"HUNT 10 W, TX US",08-21-01,0,93,73
USC00414375,"HUNT 10 W, TX US",08-22-01,0,93,73
USC00414375,"HUNT 10 W, TX US",08-23-01,0,93,73
USC00414375,"HUNT 10 W, TX US",08-24-01,0,93,73
USC00414375,"HUNT 10 W, TX US",08-25-01,0,94,73
USC00414375,"HUNT 10 W, TX US",08-26-01,0,,
USC00414375,"HUNT 10 W, TX US",08-27-01,1.95,95,67
USC00414375,"HUNT 10 W, TX US",08-28-01,0.09,80,69
USC00414375,"HUNT 10 W, TX US",08-29-01,0.13,76,67
USC00414375,"HUNT 10 W, TX US",08-30-01,0.15,76,67
USC00414375,"HUNT 10 W, TX US",08-31-01,0.3,82,69
USC00414375,"HUNT 10 W, TX US",09-01-01,0,,
USC00414375,"HUNT 10 W, TX US",09-02-01,0.71,,
USC00414375,"HUNT 10 W, TX US",09-03-01,0,,
USC00414375,"HUNT 10 W, TX US",09-04-01,1.03,,
USC00414375,"HUNT 10 W, TX US",09-05-01,0.08,85,66
USC00414375,"HUNT 10 W, TX US",09-06-01,1.09,80,67
USC00414375,"HUNT 10 W, TX US",09-07-01,0,82,69
USC00414375,"HUNT 10 W, TX US",09-08-01,0,88,72
USC00414375,"HUNT 10 W, TX US",09-09-01,0,88,68
USC00414375,"HUNT 10 W, TX US",09-10-01,0,78,65
USC00414375,"HUNT 10 W, TX US",09-11-01,0,76,61
USC00414375,"HUNT 10 W, TX US",09-12-01,0,72,60
USC00414375,"HUNT 10 W, TX US",09-13-01,0,85,57
USC00414375,"HUNT 10 W, TX US",09-14-01,0,87,57
USC00414375,"HUNT 10 W, TX US",09-15-01,0,83,63
USC00414375,"HUNT 10 W, TX US",09-16-01,0,83,70
USC00414375,"HUNT 10 W, TX US",09-17-01,0,83,69
USC00414375,"HUNT 10 W, TX US",09-18-01,0,85,68
USC00414375,"HUNT 10 W, TX US",09-19-01,0,88,69
USC00414375,"HUNT 10 W, TX US",09-20-01,0,89,69
USC00414375,"HUNT 10 W, TX US",09-21-01,0.78,90,64
USC00414375,"HUNT 10 W, TX US",09-22-01,0,,
USC00414375,"HUNT 10 W, TX US",09-23-01,0.93,,
USC00414375,"HUNT 10 W, TX US",09-24-01,0,90,61
USC00414375,"HUNT 10 W, TX US",09-25-01,0,,
USC00414375,"HUNT 10 W, TX US",09-26-01,0,,
USC00414375,"HUNT 10 W, TX US",09-27-01,0,,
USC00414375,"HUNT 10 W, TX US",09-28-01,0,81,45
USC00414375,"HUNT 10 W, TX US",09-29-01,0,82,46
USC00414375,"HUNT 10 W, TX US",09-30-01,0,79,47
USC00414375,"HUNT 10 W, TX US",10-01-01,0,74,47
USC00414375,"HUNT 10 W, TX US",10-02-01,0,76,46
USC00414375,"HUNT 10 W, TX US",10-03-01,0,77,46
USC00414375,"HUNT 10 W, TX US",10-04-01,0,79,65
USC00414375,"HUNT 10 W, TX US",10-05-01,0,81,67
USC00414375,"HUNT 10 W, TX US",10-06-01,0.31,77,47
USC00414375,"HUNT 10 W, TX US",10-07-01,0,68,43
USC00414375,"HUNT 10 W, TX US",10-08-01,0,75,46
USC00414375,"HUNT 10 W, TX US",10-09-01,0,76,67
USC00414375,"HUNT 10 W, TX US",10-10-01,0.04,74,66
USC00414375,"HUNT 10 W, TX US",10-11-01,0.55,81,62
USC00414375,"HUNT 10 W, TX US",10-12-01,0,74,52
USC00414375,"HUNT 10 W, TX US",10-13-01,0.82,79,48
USC00414375,"HUNT 10 W, TX US",10-14-01,0,66,39
USC00414375,"HUNT 10 W, TX US",10-15-01,0,76,39
USC00414375,"HUNT 10 W, TX US",10-16-01,0,80,43
USC00414375,"HUNT 10 W, TX US",10-17-01,0,66,31
USC00414375,"HUNT 10 W, TX US",10-18-01,0,69,31
USC00414375,"HUNT 10 W, TX US",10-19-01,0,74,53
USC00414375,"HUNT 10 W, TX US",10-20-01,0,78,50
USC00414375,"HUNT 10 W, TX US",10-21-01,0,77,50
USC00414375,"HUNT 10 W, TX US",10-22-01,0,78,59
USC00414375,"HUNT 10 W, TX US",10-23-01,0,80,64
USC00414375,"HUNT 10 W, TX US",10-24-01,0,86,62
USC00414375,"HUNT 10 W, TX US",10-25-01,0,86,42
USC00414375,"HUNT 10 W, TX US",10-26-01,0,76,42
USC00414375,"HUNT 10 W, TX US",10-27-01,0,,
USC00414375,"HUNT 10 W, TX US",10-28-01,0,,
USC00414375,"HUNT 10 W, TX US",10-29-01,0,73,41
USC00414375,"HUNT 10 W, TX US",10-30-01,0,73,41
USC00414375,"HUNT 10 W, TX US",10-31-01,0,71,46
USC00414375,"HUNT 10 W, TX US",11-01-01,0,72,46
USC00414375,"HUNT 10 W, TX US",11-02-01,0,78,59
USC00414375,"HUNT 10 W, TX US",11-03-01,0,78,67
USC00414375,"HUNT 10 W, TX US",11-04-01,0,76,46
USC00414375,"HUNT 10 W, TX US",11-05-01,0,76,46
USC00414375,"HUNT 10 W, TX US",11-06-01,0,72,38
USC00414375,"HUNT 10 W, TX US",11-07-01,0,73,41
USC00414375,"HUNT 10 W, TX US",11-08-01,0,72,43
USC00414375,"HUNT 10 W, TX US",11-09-01,0,78,51
USC00414375,"HUNT 10 W, TX US",11-10-01,0.67,62,50
USC00414375,"HUNT 10 W, TX US",11-11-01,0,,
USC00414375,"HUNT 10 W, TX US",11-12-01,0,71,57
USC00414375,"HUNT 10 W, TX US",11-13-01,0,72,57
USC00414375,"HUNT 10 W, TX US",11-14-01,0,72,63
USC00414375,"HUNT 10 W, TX US",11-15-01,4.05,64,58
USC00414375,"HUNT 10 W, TX US",11-16-01,0.68,66,58
USC00414375,"HUNT 10 W, TX US",11-17-01,0.75,62,57
USC00414375,"HUNT 10 W, TX US",11-18-01,0.04,65,58
USC00414375,"HUNT 10 W, TX US",11-19-01,0,68,62
USC00414375,"HUNT 10 W, TX US",11-20-01,0.09,65,37
USC00414375,"HUNT 10 W, TX US",11-21-01,0,55,38
USC00414375,"HUNT 10 W, TX US",11-22-01,0,58,41
USC00414375,"HUNT 10 W, TX US",11-23-01,0,70,51
USC00414375,"HUNT 10 W, TX US",11-24-01,0,80,47
USC00414375,"HUNT 10 W, TX US",11-25-01,0,68,33
USC00414375,"HUNT 10 W, TX US",11-26-01,0,71,34
USC00414375,"HUNT 10 W, TX US",11-27-01,0,76,50
USC00414375,"HUNT 10 W, TX US",11-28-01,0,50,31
USC00414375,"HUNT 10 W, TX US",11-29-01,0.05,31,26
USC00414375,"HUNT 10 W, TX US",11-30-01,0,47,28
USC00414375,"HUNT 10 W, TX US",12-01-01,0,67,32
USC00414375,"HUNT 10 W, TX US",12-02-01,0,,
USC00414375,"HUNT 10 W, TX US",12-03-01,0.21,64,32
USC00414375,"HUNT 10 W, TX US",12-04-01,0,64,58
USC00414375,"HUNT 10 W, TX US",12-05-01,0,69,64
USC00414375,"HUNT 10 W, TX US",12-06-01,0,71,58
USC00414375,"HUNT 10 W, TX US",12-07-01,0,71,59
USC00414375,"HUNT 10 W, TX US",12-08-01,1.09,69,45
USC00414375,"HUNT 10 W, TX US",12-09-01,0,48,29
USC00414375,"HUNT 10 W, TX US",12-10-01,0,50,22
USC00414375,"HUNT 10 W, TX US",12-11-01,0,58,23
USC00414375,"HUNT 10 W, TX US",12-12-01,0.13,60,49
USC00414375,"HUNT 10 W, TX US",12-13-01,0,65,33
USC00414375,"HUNT 10 W, TX US",12-14-01,0.15,51,24
USC00414375,"HUNT 10 W, TX US",12-15-01,0,,
USC00414375,"HUNT 10 W, TX US",12-16-01,0.25,64,24
USC00414375,"HUNT 10 W, TX US",12-17-01,0,64,38
USC00414375,"HUNT 10 W, TX US",12-18-01,0,60,30
USC00414375,"HUNT 10 W, TX US",12-19-01,0,62,31
USC00414375,"HUNT 10 W, TX US",12-20-01,0,58,24
USC00414375,"HUNT 10 W, TX US",12-21-01,0,62,24
USC00414375,"HUNT 10 W, TX US",12-22-01,0,,
USC00414375,"HUNT 10 W, TX US",12-23-01,0,65,23
USC00414375,"HUNT 10 W, TX US",12-24-01,0,,
USC00414375,"HUNT 10 W, TX US",12-25-01,0,52,23
USC00414375,"HUNT 10 W, TX US",12-26-01,0,52,23
USC00414375,"HUNT 10 W, TX US",12-27-01,0,,
USC00414375,"HUNT 10 W, TX US",12-28-01,0,60,24
USC00414375,"HUNT 10 W, TX US",12-29-01,0,65,28
USC00414375,"HUNT 10 W, TX US",12-30-01,0,50,24
USC00414375,"HUNT 10 W, TX US",12-31-01,0,51,27
USC00414375,"HUNT 10 W, TX US",01-01-02,0,42,28
USC00414375,"HUNT 10 W, TX US",01-02-02,0,34,29
USC00414375,"HUNT 10 W, TX US",01-03-02,0,37,14
USC00414375,"HUNT 10 W, TX US",01-04-02,0,47,14
USC00414375,"HUNT 10 W, TX US",01-05-02,0.07,48,27
USC00414375,"HUNT 10 W, TX US",01-06-02,0,49,24
USC00414375,"HUNT 10 W, TX US",01-07-02,0,60,20
USC00414375,"HUNT 10 W, TX US",01-08-02,0,61,20
USC00414375,"HUNT 10 W, TX US",01-09-02,0,66,30
USC00414375,"HUNT 10 W, TX US",01-10-02,0,72,30
USC00414375,"HUNT 10 W, TX US",01-11-02,0,65,42
USC00414375,"HUNT 10 W, TX US",01-12-02,0,,
USC00414375,"HUNT 10 W, TX US",01-13-02,0,,
USC00414375,"HUNT 10 W, TX US",01-14-02,0,66,22
USC00414375,"HUNT 10 W, TX US",01-15-02,0,66,22
USC00414375,"HUNT 10 W, TX US",01-16-02,0,64,27
USC00414375,"HUNT 10 W, TX US",01-17-02,0,63,41
USC00414375,"HUNT 10 W, TX US",01-18-02,0,67,42
USC00414375,"HUNT 10 W, TX US",01-19-02,0,57,43
USC00414375,"HUNT 10 W, TX US",01-20-02,0,57,29
USC00414375,"HUNT 10 W, TX US",01-21-02,0,63,25
USC00414375,"HUNT 10 W, TX US",01-22-02,0,69,25
USC00414375,"HUNT 10 W, TX US",01-23-02,0,68,51
USC00414375,"HUNT 10 W, TX US",01-24-02,0.07,74,38
USC00414375,"HUNT 10 W, TX US",01-25-02,0.02,53,29
USC00414375,"HUNT 10 W, TX US",01-26-02,0,58,23
USC00414375,"HUNT 10 W, TX US",01-27-02,0,61,29
USC00414375,"HUNT 10 W, TX US",01-28-02,0,69,32
USC00414375,"HUNT 10 W, TX US",01-29-02,0,74,57
USC00414375,"HUNT 10 W, TX US",01-30-02,0,74,64
USC00414375,"HUNT 10 W, TX US",01-31-02,0.5,67,44
USC00414375,"HUNT 10 W, TX US",02-01-02,0,58,28
USC00414375,"HUNT 10 W, TX US",02-02-02,0,50,26
USC00414375,"HUNT 10 W, TX US",02-03-02,0,,
USC00414375,"HUNT 10 W, TX US",02-04-02,0,57,32
USC00414375,"HUNT 10 W, TX US",02-05-02,0.13,48,40
USC00414375,"HUNT 10 W, TX US",02-06-02,0.32,41,38
USC00414375,"HUNT 10 W, TX US",02-07-02,0,51,24
USC00414375,"HUNT 10 W, TX US",02-08-02,0,60,24
USC00414375,"HUNT 10 W, TX US",02-09-02,0,64,24
USC00414375,"HUNT 10 W, TX US",02-10-02,0,63,38
USC00414375,"HUNT 10 W, TX US",02-11-02,0,50,19
USC00414375,"HUNT 10 W, TX US",02-12-02,0,55,19
USC00414375,"HUNT 10 W, TX US",02-13-02,0,66,27
USC00414375,"HUNT 10 W, TX US",02-14-02,0,55,24
USC00414375,"HUNT 10 W, TX US",02-15-02,0,64,25
USC00414375,"HUNT 10 W, TX US",02-16-02,0,61,24
USC00414375,"HUNT 10 W, TX US",02-17-02,0,,
USC00414375,"HUNT 10 W, TX US",02-18-02,0,63,26
USC00414375,"HUNT 10 W, TX US",02-19-02,0.04,63,55
USC00414375,"HUNT 10 W, TX US",02-20-02,0,70,32
USC00414375,"HUNT 10 W, TX US",02-21-02,0,73,33
USC00414375,"HUNT 10 W, TX US",02-22-02,0,69,32
USC00414375,"HUNT 10 W, TX US",02-23-02,0,61,26
USC00414375,"HUNT 10 W, TX US",02-24-02,0,73,35
USC00414375,"HUNT 10 W, TX US",02-25-02,0,76,43
USC00414375,"HUNT 10 W, TX US",02-26-02,0,71,25
USC00414375,"HUNT 10 W, TX US",02-27-02,0,38,8
USC00414375,"HUNT 10 W, TX US",02-28-02,0,50,12
USC00414375,"HUNT 10 W, TX US",03-01-02,0.01,53,26
USC00414375,"HUNT 10 W, TX US",03-02-02,0,68,24
USC00414375,"HUNT 10 W, TX US",03-03-02,0,40,20
USC00414375,"HUNT 10 W, TX US",03-04-02,0,42,10
USC00414375,"HUNT 10 W, TX US",03-05-02,0,59,13
USC00414375,"HUNT 10 W, TX US",03-06-02,0,61,51
USC00414375,"HUNT 10 W, TX US",03-07-02,0,70,52
USC00414375,"HUNT 10 W, TX US",03-08-02,0,71,58
USC00414375,"HUNT 10 W, TX US",03-09-02,0,69,41
USC00414375,"HUNT 10 W, TX US",03-10-02,0,56,31
USC00414375,"HUNT 10 W, TX US",03-11-02,0,53,38
USC00414375,"HUNT 10 W, TX US",03-12-02,0,72,39
USC00414375,"HUNT 10 W, TX US",03-13-02,0,,
USC00414375,"HUNT 10 W, TX US",03-14-02,0,82,40
USC00414375,"HUNT 10 W, TX US",03-15-02,0,83,61
USC00414375,"HUNT 10 W, TX US",03-16-02,0,73,47
USC00414375,"HUNT 10 W, TX US",03-17-02,0,77,49
USC00414375,"HUNT 10 W, TX US",03-18-02,0,78,59
USC00414375,"HUNT 10 W, TX US",03-19-02,0.14,69,63
USC00414375,"HUNT 10 W, TX US",03-20-02,0.49,66,49
USC00414375,"HUNT 10 W, TX US",03-21-02,0,55,32
USC00414375,"HUNT 10 W, TX US",03-22-02,0,67,29
USC00414375,"HUNT 10 W, TX US",03-23-02,0,,
USC00414375,"HUNT 10 W, TX US",03-24-02,0,,
USC00414375,"HUNT 10 W, TX US",03-25-02,0,80,30
USC00414375,"HUNT 10 W, TX US",03-26-02,0,64,33
USC00414375,"HUNT 10 W, TX US",03-27-02,0,65,36
USC00414375,"HUNT 10 W, TX US",03-28-02,0,69,42
USC00414375,"HUNT 10 W, TX US",03-29-02,0,86,59
USC00414375,"HUNT 10 W, TX US",03-30-02,0,76,63
USC00414375,"HUNT 10 W, TX US",03-31-02,0.62,74,51
USC00414375,"HUNT 10 W, TX US",04-01-02,0,71,40
USC00414375,"HUNT 10 W, TX US",04-02-02,0,78,45
USC00414375,"HUNT 10 W, TX US",04-03-02,0,83,48
USC00414375,"HUNT 10 W, TX US",04-04-02,0,54,48
USC00414375,"HUNT 10 W, TX US",04-05-02,0,63,51
USC00414375,"HUNT 10 W, TX US",04-06-02,0,64,51
USC00414375,"HUNT 10 W, TX US",04-07-02,0.14,64,51
USC00414375,"HUNT 10 W, TX US",04-08-02,0.14,75,45
USC00414375,"HUNT 10 W, TX US",04-09-02,0,82,45
USC00414375,"HUNT 10 W, TX US",04-10-02,0,75,42
USC00414375,"HUNT 10 W, TX US",04-11-02,0,78,42
USC00414375,"HUNT 10 W, TX US",04-12-02,0,,
USC00414375,"HUNT 10 W, TX US",04-13-02,0,85,57
USC00414375,"HUNT 10 W, TX US",04-14-02,1.59,82,60
USC00414375,"HUNT 10 W, TX US",04-15-02,0,80,60
USC00414375,"HUNT 10 W, TX US",04-16-02,0.3,79,62
USC00414375,"HUNT 10 W, TX US",04-17-02,0,84,62
USC00414375,"HUNT 10 W, TX US",04-18-02,0,82,67
USC00414375,"HUNT 10 W, TX US",04-19-02,0.03,81,65
USC00414375,"HUNT 10 W, TX US",04-20-02,0,79,65
USC00414375,"HUNT 10 W, TX US",04-21-02,0,82,67
USC00414375,"HUNT 10 W, TX US",04-22-02,0,75,68
USC00414375,"HUNT 10 W, TX US",04-23-02,0,80,67
USC00414375,"HUNT 10 W, TX US",04-24-02,0,85,67
USC00414375,"HUNT 10 W, TX US",04-25-02,0,90,67
USC00414375,"HUNT 10 W, TX US",04-26-02,0.07,,
USC00414375,"HUNT 10 W, TX US",04-27-02,0,,
USC00414375,"HUNT 10 W, TX US",04-28-02,0,,
USC00414375,"HUNT 10 W, TX US",04-29-02,0,91,64
USC00414375,"HUNT 10 W, TX US",04-30-02,0,89,64
USC00414375,"HUNT 10 W, TX US",05-01-02,0,88,64
USC00414375,"HUNT 10 W, TX US",05-02-02,0,95,68
USC00414375,"HUNT 10 W, TX US",05-03-02,0.02,89,66
USC00414375,"HUNT 10 W, TX US",05-04-02,0,82,53
USC00414375,"HUNT 10 W, TX US",05-05-02,0,83,64
USC00414375,"HUNT 10 W, TX US",05-06-02,0,86,71
USC00414375,"HUNT 10 W, TX US",05-07-02,0,,
USC00414375,"HUNT 10 W, TX US",05-08-02,0,88,68
USC00414375,"HUNT 10 W, TX US",05-09-02,0,91,71
